data,score
"Job Title: Web Developer, Experience: 10 years, Skills: JavaScript, Bootstrap, CSS, HTML, Education: Diploma in Web Development, Certifications: AWS Certified Developer, Udacity Frontend Nanodegree",46
"Job Title: Web Developer, Experience: 10 years, Skills: JavaScript, Bootstrap, CSS, HTML, Education: Diploma in Web Development, Certifications: AWS Certified Developer, Udacity Frontend Nanodegree Proven track record with multiple successful projects and leadership experience in high-impact roles.",74
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,35
"Job Title: Backend Developer, Experience: 10 years, Skills: Azure, C#, SQL Server, .NET, Education: BSc Information Technology, Certifications: None",60
"Job Title: Backend Developer, Experience: 10 years, Skills: Azure, C#, SQL Server, .NET, Education: BSc Information Technology, Certifications: None Proven track record with multiple successful projects and leadership experience in high-impact roles.",99
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,26
"Job Title: IT Support Specialist, Experience: 8 years, Skills: Troubleshooting, Linux, Networking, Windows, Education: BEng Software Engineering, Certifications: Certified Ethical Hacker (CEH)",63
"Job Title: IT Support Specialist, Experience: 8 years, Skills: Troubleshooting, Linux, Networking, Windows, Education: BEng Software Engineering, Certifications: Certified Ethical Hacker (CEH) Proven track record with multiple successful projects and leadership experience in high-impact roles.",82
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,17
"Job Title: Data Scientist, Experience: 11 years, Skills: Django, Docker, PostgreSQL, Python, Education: BEng Software Engineering, Certifications: None",61
"Job Title: Data Scientist, Experience: 11 years, Skills: Django, Docker, PostgreSQL, Python, Education: BEng Software Engineering, Certifications: None Proven track record with multiple successful projects and leadership experience in high-impact roles.",100
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,14
"Job Title: DevOps Engineer, Experience: 11 years, Skills: CI/CD, Kubernetes, Terraform, Docker, Education: PhD in Artificial Intelligence, Certifications: React Developer Certificate",66
"Job Title: DevOps Engineer, Experience: 11 years, Skills: CI/CD, Kubernetes, Terraform, Docker, Education: PhD in Artificial Intelligence, Certifications: React Developer Certificate Proven track record with multiple successful projects and leadership experience in high-impact roles.",85
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,12
"Job Title: Machine Learning Engineer, Experience: 11 years, Skills: Deep Learning, TensorFlow, PyTorch, Python, Education: BEng Software Engineering, Certifications: React Developer Certificate",62
"Job Title: Machine Learning Engineer, Experience: 11 years, Skills: Deep Learning, TensorFlow, PyTorch, Python, Education: BEng Software Engineering, Certifications: React Developer Certificate Proven track record with multiple successful projects and leadership experience in high-impact roles.",83
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,40
"Job Title: Data Scientist, Experience: 11 years, Skills: Django, Python, Docker, PostgreSQL, Education: BEng Software Engineering, Certifications: React Developer Certificate",63
"Job Title: Data Scientist, Experience: 11 years, Skills: Django, Python, Docker, PostgreSQL, Education: BEng Software Engineering, Certifications: React Developer Certificate Proven track record with multiple successful projects and leadership experience in high-impact roles.",94
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,14
"Job Title: Software Engineer, Experience: 1 years, Skills: SQL, Spring Boot, Java, AWS, Education: BSc Computer Science, Certifications: Red Hat Certified Engineer (RHCE), Kubernetes Certified Administrator",55
"Job Title: Software Engineer, Experience: 1 years, Skills: SQL, Spring Boot, Java, AWS, Education: BSc Computer Science, Certifications: Red Hat Certified Engineer (RHCE), Kubernetes Certified Administrator Proven track record with multiple successful projects and leadership experience in high-impact roles.",75
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,34
"Job Title: Data Scientist, Experience: 8 years, Skills: Django, PostgreSQL, Docker, Python, Education: MSc Data Science, Certifications: AWS Certified Developer",69
"Job Title: Data Scientist, Experience: 8 years, Skills: Django, PostgreSQL, Docker, Python, Education: MSc Data Science, Certifications: AWS Certified Developer Proven track record with multiple successful projects and leadership experience in high-impact roles.",75
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,12
"Job Title: Web Developer, Experience: 10 years, Skills: CSS, HTML, Bootstrap, JavaScript, Education: BSc Information Technology, Certifications: Google Data Analytics Certificate",47
"Job Title: Web Developer, Experience: 10 years, Skills: CSS, HTML, Bootstrap, JavaScript, Education: BSc Information Technology, Certifications: Google Data Analytics Certificate Proven track record with multiple successful projects and leadership experience in high-impact roles.",89
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,18
"Job Title: Cybersecurity Analyst, Experience: 3 years, Skills: Python, Network Security, Ethical Hacking, Penetration Testing, Education: PhD in Artificial Intelligence, Certifications: None",68
"Job Title: Cybersecurity Analyst, Experience: 3 years, Skills: Python, Network Security, Ethical Hacking, Penetration Testing, Education: PhD in Artificial Intelligence, Certifications: None Proven track record with multiple successful projects and leadership experience in high-impact roles.",95
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,30
"Job Title: IT Support Specialist, Experience: 1 years, Skills: Linux, Windows, Troubleshooting, Networking, Education: PhD in Artificial Intelligence, Certifications: React Developer Certificate, Red Hat Certified Engineer (RHCE)",68
"Job Title: IT Support Specialist, Experience: 1 years, Skills: Linux, Windows, Troubleshooting, Networking, Education: PhD in Artificial Intelligence, Certifications: React Developer Certificate, Red Hat Certified Engineer (RHCE) Proven track record with multiple successful projects and leadership experience in high-impact roles.",72
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,26
"Job Title: Cloud Architect, Experience: 11 years, Skills: Azure, AWS, Kubernetes, Google Cloud, Education: MSc Data Science, Certifications: React Developer Certificate, AWS Certified Developer",68
"Job Title: Cloud Architect, Experience: 11 years, Skills: Azure, AWS, Kubernetes, Google Cloud, Education: MSc Data Science, Certifications: React Developer Certificate, AWS Certified Developer Proven track record with multiple successful projects and leadership experience in high-impact roles.",71
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,16
"Job Title: Frontend Developer, Experience: 1 years, Skills: MongoDB, JavaScript, Node.js, React, Education: BEng Software Engineering, Certifications: Red Hat Certified Engineer (RHCE), React Developer Certificate",59
"Job Title: Frontend Developer, Experience: 1 years, Skills: MongoDB, JavaScript, Node.js, React, Education: BEng Software Engineering, Certifications: Red Hat Certified Engineer (RHCE), React Developer Certificate Proven track record with multiple successful projects and leadership experience in high-impact roles.",100
